[2026-04-03 13:02:36] === AlphaZero Loop Start (iteration=169, games=300, sims=64+0/iter, max=64, min_chain=0) ===
[2026-04-03 13:02:36] --- Iteration 169 (sims=64, global_step=168000) ---
[2026-04-03 13:02:36] Self-play start (m=16, c_visit=50.0)
   Compiling az-framework v0.1.0 (/workspaces/puyopuyo-ai/crates/az-framework)
   Compiling puyo-player v0.1.0 (/workspaces/puyopuyo-ai/crates/puyo/puyo-player)
   Compiling puyo-trainer v0.1.0 (/workspaces/puyopuyo-ai/crates/puyo/puyo-trainer)
    Finished `release` profile [optimized] target(s) in 54.14s
     Running `target/release/self-play --games 300 --simulations 64 --c-puct-init 1.5 --m 16 --c-visit 50.0 --gamma 0.95 --min-chain 0 --output data/alphazero_iter_169.bin`
games=300, simulations=64, c_puct_init=1.5, c_puct_base=19652, m=16, c_visit=50, gamma=0.95
Backend: CudaJit (GPU) — Gumbel MCTS self-play (batched)
Loaded existing model from artifacts/puyo_model
Using 128 game threads, max_batch_size=128
[   1/300] samples:     21 | chain(game/max/avg): 3/3/3.0 | reward(game/avg): 2080/2080 | 0.07 games/s | ETA: 4597s
[ 232/300] samples:  11346 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 9300/7986 | 3.30 games/s | ETA: 21s
[ 233/300] samples:  11396 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 6720/7981 | 3.30 games/s | ETA: 20s
[ 234/300] samples:  11446 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 11160/7995 | 3.27 games/s | ETA: 20s
[ 235/300] samples:  11496 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 9120/7999 | 3.28 games/s | ETA: 20s
[ 236/300] samples:  11546 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 8100/8000 | 3.27 games/s | ETA: 20s
[ 237/300] samples:  11596 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 9960/8008 | 3.28 games/s | ETA: 19s
[ 238/300] samples:  11646 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 5860/7999 | 3.30 games/s | ETA: 19s
[ 239/300] samples:  11696 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 9360/8005 | 3.31 games/s | ETA: 18s
[ 240/300] samples:  11746 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 5240/7993 | 3.32 games/s | ETA: 18s
[ 241/300] samples:  11796 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 9880/8001 | 3.33 games/s | ETA: 18s
[ 242/300] samples:  11846 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 9880/8009 | 3.34 games/s | ETA: 17s
[ 243/300] samples:  11896 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 7600/8007 | 3.36 games/s | ETA: 17s
[ 244/300] samples:  11946 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 9320/8012 | 3.37 games/s | ETA: 17s
[ 245/300] samples:  11996 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 7400/8010 | 3.38 games/s | ETA: 16s
[ 246/300] samples:  12046 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 8460/8012 | 3.40 games/s | ETA: 16s
[ 247/300] samples:  12096 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 8520/8014 | 3.41 games/s | ETA: 16s
[ 248/300] samples:  12146 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 8800/8017 | 3.42 games/s | ETA: 15s
[ 249/300] samples:  12196 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 7520/8015 | 3.43 games/s | ETA: 15s
[ 250/300] samples:  12246 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 11560/8029 | 3.45 games/s | ETA: 15s
[ 251/300] samples:  12296 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 8820/8032 | 3.46 games/s | ETA: 14s
[ 252/300] samples:  12346 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 8700/8035 | 3.47 games/s | ETA: 14s
[ 253/300] samples:  12396 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 10340/8044 | 3.48 games/s | ETA: 14s
[ 254/300] samples:  12446 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 5360/8034 | 3.49 games/s | ETA: 13s
[ 255/300] samples:  12496 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 7020/8030 | 3.50 games/s | ETA: 13s
[ 256/300] samples:  12546 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 10000/8037 | 3.51 games/s | ETA: 13s
[ 257/300] samples:  12596 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 9580/8043 | 3.52 games/s | ETA: 12s
[ 258/300] samples:  12646 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8880/8047 | 3.54 games/s | ETA: 12s
[ 259/300] samples:  12696 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8680/8049 | 3.55 games/s | ETA: 12s
[ 260/300] samples:  12746 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 7420/8047 | 3.56 games/s | ETA: 11s
[ 261/300] samples:  12796 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7640/8045 | 3.58 games/s | ETA: 11s
[ 262/300] samples:  12846 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 11260/8057 | 3.59 games/s | ETA: 11s
[ 263/300] samples:  12896 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6300/8051 | 3.60 games/s | ETA: 10s
[ 264/300] samples:  12946 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 6960/8046 | 3.62 games/s | ETA: 10s
[ 265/300] samples:  12996 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8980/8050 | 3.63 games/s | ETA: 10s
[ 266/300] samples:  13046 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8800/8053 | 3.64 games/s | ETA: 9s
[ 267/300] samples:  13096 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8720/8055 | 3.66 games/s | ETA: 9s
[ 268/300] samples:  13146 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10040/8063 | 3.64 games/s | ETA: 9s
[ 269/300] samples:  13196 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8480/8064 | 3.65 games/s | ETA: 8s
[ 270/300] samples:  13246 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8340/8065 | 3.67 games/s | ETA: 8s
[ 271/300] samples:  13296 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10440/8074 | 3.68 games/s | ETA: 8s
[ 272/300] samples:  13346 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9030/8078 | 3.69 games/s | ETA: 8s
[ 273/300] samples:  13396 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8380/8079 | 3.71 games/s | ETA: 7s
[ 274/300] samples:  13446 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6960/8075 | 3.72 games/s | ETA: 7s
[ 275/300] samples:  13496 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7960/8074 | 3.73 games/s | ETA: 7s
[ 276/300] samples:  13546 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7340/8071 | 3.74 games/s | ETA: 6s
[ 277/300] samples:  13596 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7860/8071 | 3.76 games/s | ETA: 6s
[ 278/300] samples:  13646 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9980/8078 | 3.77 games/s | ETA: 6s
[ 279/300] samples:  13696 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9140/8081 | 3.78 games/s | ETA: 6s
[ 280/300] samples:  13746 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9280/8086 | 3.79 games/s | ETA: 5s
[ 281/300] samples:  13796 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7960/8085 | 3.81 games/s | ETA: 5s
[ 282/300] samples:  13846 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9260/8089 | 3.82 games/s | ETA: 5s
[ 283/300] samples:  13896 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10340/8097 | 3.81 games/s | ETA: 4s
[ 284/300] samples:  13946 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8660/8099 | 3.82 games/s | ETA: 4s
[ 285/300] samples:  13996 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8550/8101 | 3.84 games/s | ETA: 4s
[ 286/300] samples:  14046 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 9080/8104 | 3.85 games/s | ETA: 4s
[ 287/300] samples:  14096 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8060/8104 | 3.86 games/s | ETA: 3s
[ 288/300] samples:  14146 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8320/8105 | 3.87 games/s | ETA: 3s
[ 289/300] samples:  14196 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9170/8109 | 3.89 games/s | ETA: 3s
[ 290/300] samples:  14246 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8420/8110 | 3.90 games/s | ETA: 3s
[ 291/300] samples:  14296 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7500/8108 | 3.86 games/s | ETA: 2s
[ 292/300] samples:  14346 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7700/8106 | 3.86 games/s | ETA: 2s
[ 293/300] samples:  14396 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8300/8107 | 3.87 games/s | ETA: 2s
[ 294/300] samples:  14446 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6820/8102 | 3.88 games/s | ETA: 2s
[ 295/300] samples:  14496 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8530/8104 | 3.89 games/s | ETA: 1s
[ 296/300] samples:  14546 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7400/8102 | 3.90 games/s | ETA: 1s
[ 297/300] samples:  14596 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7740/8100 | 3.90 games/s | ETA: 1s
[ 298/300] samples:  14646 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9480/8105 | 3.90 games/s | ETA: 1s
[ 299/300] samples:  14696 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9220/8109 | 3.91 games/s | ETA: 0s
[ 300/300] samples:  14746 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8840/8111 | 3.91 games/s | ETA: 0s
Self-play complete: 300 games, 14746 samples, max chain: 5
Saved to data/alphazero_iter_178.bin
[2026-04-03 13:49:05] Removing old data: data/alphazero_iter_148.bin
[2026-04-03 13:49:06] Train start (AlphaZero mode, replay buffer, global_step=177000)
    Finished `release` profile [optimized] target(s) in 5.92s
     Running `target/release/train --alphazero --data-dir data --global-step 177000`
Backend: CUDA (GPU)
Mode: AlphaZero (Policy CE + Value MSE)
Loading AlphaZero datasets from data...
Found 30 data files
  Loaded 14658 samples from data/alphazero_iter_149.bin
  Loaded 14608 samples from data/alphazero_iter_150.bin
  Loaded 14842 samples from data/alphazero_iter_151.bin
  Loaded 14724 samples from data/alphazero_iter_152.bin
  Loaded 14891 samples from data/alphazero_iter_153.bin
  Loaded 14732 samples from data/alphazero_iter_154.bin
  Loaded 14704 samples from data/alphazero_iter_155.bin
  Loaded 14799 samples from data/alphazero_iter_156.bin
  Loaded 14861 samples from data/alphazero_iter_157.bin
  Loaded 14843 samples from data/alphazero_iter_158.bin
  Loaded 14662 samples from data/alphazero_iter_159.bin
  Loaded 14923 samples from data/alphazero_iter_160.bin
  Loaded 14858 samples from data/alphazero_iter_161.bin
  Loaded 14875 samples from data/alphazero_iter_162.bin
  Loaded 14830 samples from data/alphazero_iter_163.bin
  Loaded 14717 samples from data/alphazero_iter_164.bin
  Loaded 14778 samples from data/alphazero_iter_165.bin
  Loaded 14761 samples from data/alphazero_iter_166.bin
  Loaded 14779 samples from data/alphazero_iter_167.bin
  Loaded 14673 samples from data/alphazero_iter_168.bin
  Loaded 14809 samples from data/alphazero_iter_169.bin
  Loaded 14817 samples from data/alphazero_iter_170.bin
  Loaded 14940 samples from data/alphazero_iter_171.bin
  Loaded 14935 samples from data/alphazero_iter_172.bin
  Loaded 14858 samples from data/alphazero_iter_173.bin
  Loaded 14608 samples from data/alphazero_iter_174.bin
  Loaded 14827 samples from data/alphazero_iter_175.bin
  Loaded 14660 samples from data/alphazero_iter_176.bin
  Loaded 14829 samples from data/alphazero_iter_177.bin
  Loaded 14746 samples from data/alphazero_iter_178.bin
Loaded 443547 total samples
Train: 443547 samples (color augmented on-the-fly, no val split)
Loaded existing model from artifacts/puyo_model
AlphaZero training: 1000 steps, global_step=177000, LR 2e-4 (end ~2e-4)
  step 50/1000 p_loss=1.3377 v_loss=0.2462 lr=0.000200  step 100/1000 p_loss=1.3378 v_loss=0.2490 lr=0.000200  step 150/1000 p_loss=1.3395 v_loss=0.2499 lr=0.000200  step 200/1000 p_loss=1.3396 v_loss=0.2487 lr=0.000200  step 250/1000 p_loss=1.3394 v_loss=0.2485 lr=0.000200  step 300/1000 p_loss=1.3387 v_loss=0.2484 lr=0.000200  step 350/1000 p_loss=1.3390 v_loss=0.2485 lr=0.000200  step 400/1000 p_loss=1.3389 v_loss=0.2489 lr=0.000200  step 450/1000 p_loss=1.3392 v_loss=0.2492 lr=0.000200  step 500/1000 p_loss=1.3392 v_loss=0.2487 lr=0.000200  step 550/1000 p_loss=1.3386 v_loss=0.2490 lr=0.000200  step 600/1000 p_loss=1.3384 v_loss=0.2490 lr=0.000200  step 650/1000 p_loss=1.3386 v_loss=0.2495 lr=0.000200  step 700/1000 p_loss=1.3384 v_loss=0.2497 lr=0.000200  step 750/1000 p_loss=1.3383 v_loss=0.2493 lr=0.000200  step 800/1000 p_loss=1.3377 v_loss=0.2491 lr=0.000200  step 850/1000 p_loss=1.3378 v_loss=0.2493 lr=0.000200  step 900/1000 p_loss=1.3379 v_loss=0.2496 lr=0.000200  step 950/1000 p_loss=1.3380 v_loss=0.2496 lr=0.000200  step 1000/1000 p_loss=1.3378 v_loss=0.2495 lr=0.000200
AlphaZero training complete. final train_loss(p=1.337762, v=0.249526) global_step=178000
[2026-04-03 13:52:50] === Iteration 178 complete ===
[2026-04-03 13:52:50] --- Iteration 179 (sims=64, global_step=178000) ---
[2026-04-03 13:52:50] Self-play start (m=16, c_visit=50.0)
    Finished `release` profile [optimized] target(s) in 7.39s
     Running `target/release/self-play --games 300 --simulations 64 --c-puct-init 1.5 --m 16 --c-visit 50.0 --gamma 0.95 --min-chain 0 --output data/alphazero_iter_179.bin`
games=300, simulations=64, c_puct_init=1.5, c_puct_base=19652, m=16, c_visit=50, gamma=0.95
Backend: CudaJit (GPU) — Gumbel MCTS self-play (batched)
Loaded existing model from artifacts/puyo_model
Using 128 game threads, max_batch_size=128
[   1/300] samples:     10 | chain(game/max/avg): 0/0/0.0 | reward(game/avg): 0/0 | 0.15 games/s | ETA: 2012s
[   2/300] samples:     21 | chain(game/max/avg): 0/0/0.0 | reward(game/avg): 0/0 | 0.29 games/s | ETA: 1026s
[   3/300] samples:     43 | chain(game/max/avg): 2/2/0.7 | reward(game/avg): 1550/517 | 0.26 games/s | ETA: 1141s
[   4/300] samples:     75 | chain(game/max/avg): 4/4/1.5 | reward(game/avg): 4480/1508 | 0.24 games/s | ETA: 1228s
[   5/300] samples:    120 | chain(game/max/avg): 3/4/1.8 | reward(game/avg): 5740/2354 | 0.23 games/s | ETA: 1268s
[   6/300] samples:    170 | chain(game/max/avg): 4/4/2.2 | reward(game/avg): 7540/3218 | 0.25 games/s | ETA: 1154s
[   7/300] samples:    220 | chain(game/max/avg): 4/4/2.4 | reward(game/avg): 9720/4147 | 0.30 games/s | ETA: 989s
[   8/300] samples:    270 | chain(game/max/avg): 3/4/2.5 | reward(game/avg): 5800/4354 | 0.34 games/s | ETA: 868s
[   9/300] samples:    320 | chain(game/max/avg): 4/4/2.7 | reward(game/avg): 9320/4906 | 0.38 games/s | ETA: 771s
[  10/300] samples:    370 | chain(game/max/avg): 4/4/2.8 | reward(game/avg): 8340/5249 | 0.42 games/s | ETA: 697s
[  11/300] samples:    420 | chain(game/max/avg): 3/4/2.8 | reward(game/avg): 6620/5374 | 0.46 games/s | ETA: 634s
[  12/300] samples:    470 | chain(game/max/avg): 4/4/2.9 | reward(game/avg): 10100/5768 | 0.50 games/s | ETA: 579s
[  13/300] samples:    520 | chain(game/max/avg): 4/4/3.0 | reward(game/avg): 8740/5996 | 0.54 games/s | ETA: 533s
[  14/300] samples:    570 | chain(game/max/avg): 4/4/3.1 | reward(game/avg): 8590/6181 | 0.58 games/s | ETA: 495s
[  15/300] samples:    620 | chain(game/max/avg): 4/4/3.1 | reward(game/avg): 9280/6388 | 0.62 games/s | ETA: 461s
[  16/300] samples:    670 | chain(game/max/avg): 3/4/3.1 | reward(game/avg): 7440/6454 | 0.66 games/s | ETA: 433s
[  17/300] samples:    720 | chain(game/max/avg): 4/4/3.2 | reward(game/avg): 7280/6502 | 0.70 games/s | ETA: 406s
[  18/300] samples:    770 | chain(game/max/avg): 3/4/3.2 | reward(game/avg): 6880/6523 | 0.74 games/s | ETA: 383s
[  19/300] samples:    820 | chain(game/max/avg): 3/4/3.2 | reward(game/avg): 7460/6573 | 0.78 games/s | ETA: 362s
[  20/300] samples:    870 | chain(game/max/avg): 4/4/3.2 | reward(game/avg): 8350/6662 | 0.81 games/s | ETA: 344s
[  21/300] samples:    920 | chain(game/max/avg): 3/4/3.2 | reward(game/avg): 7920/6721 | 0.85 games/s | ETA: 327s
[  22/300] samples:    970 | chain(game/max/avg): 4/4/3.2 | reward(game/avg): 7700/6766 | 0.89 games/s | ETA: 311s
[  23/300] samples:   1020 | chain(game/max/avg): 5/5/3.3 | reward(game/avg): 15020/7125 | 0.93 games/s | ETA: 297s
[  24/300] samples:   1070 | chain(game/max/avg): 4/5/3.3 | reward(game/avg): 12420/7345 | 0.97 games/s | ETA: 284s
[  25/300] samples:   1120 | chain(game/max/avg): 4/5/3.4 | reward(game/avg): 8720/7400 | 1.01 games/s | ETA: 271s
[  26/300] samples:   1170 | chain(game/max/avg): 5/5/3.4 | reward(game/avg): 12580/7600 | 1.05 games/s | ETA: 260s
[  27/300] samples:   1220 | chain(game/max/avg): 4/5/3.4 | reward(game/avg): 6360/7554 | 1.09 games/s | ETA: 250s
[  28/300] samples:   1270 | chain(game/max/avg): 3/5/3.4 | reward(game/avg): 10100/7645 | 1.13 games/s | ETA: 240s
[  29/300] samples:   1320 | chain(game/max/avg): 4/5/3.4 | reward(game/avg): 11140/7765 | 1.17 games/s | ETA: 231s
[  30/300] samples:   1370 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 9800/7833 | 1.21 games/s | ETA: 223s
[  31/300] samples:   1420 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 8520/7855 | 1.25 games/s | ETA: 215s
[  32/300] samples:   1470 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 12320/7995 | 1.29 games/s | ETA: 207s
[  33/300] samples:   1520 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 6400/7946 | 1.33 games/s | ETA: 201s
[  34/300] samples:   1570 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 6980/7918 | 1.37 games/s | ETA: 194s
[  35/300] samples:   1620 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 8600/7937 | 1.41 games/s | ETA: 188s
[  36/300] samples:   1670 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 7320/7920 | 1.45 games/s | ETA: 182s
[  37/300] samples:   1720 | chain(game/max/avg): 4/5/3.5 | reward(game/avg): 9840/7972 | 1.49 games/s | ETA: 177s
[  38/300] samples:   1770 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8960/7998 | 1.53 games/s | ETA: 172s
[  39/300] samples:   1820 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10120/8053 | 1.56 games/s | ETA: 167s
[  40/300] samples:   1870 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 9140/8080 | 1.60 games/s | ETA: 162s
[  41/300] samples:   1920 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9580/8116 | 1.64 games/s | ETA: 158s
[  42/300] samples:   1970 | chain(game/max/avg): 3/5/3.5 | reward(game/avg): 6280/8073 | 1.68 games/s | ETA: 153s
[  43/300] samples:   2020 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8700/8087 | 1.72 games/s | ETA: 149s
[  44/300] samples:   2070 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7590/8076 | 1.76 games/s | ETA: 145s
[  45/300] samples:   2120 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8640/8088 | 1.80 games/s | ETA: 142s
[  46/300] samples:   2170 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8560/8099 | 1.84 games/s | ETA: 138s
[  47/300] samples:   2220 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7500/8086 | 1.88 games/s | ETA: 135s
[  48/300] samples:   2270 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7380/8071 | 1.92 games/s | ETA: 132s
[  49/300] samples:   2320 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10200/8115 | 1.95 games/s | ETA: 128s
[  50/300] samples:   2370 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6880/8090 | 1.99 games/s | ETA: 125s
[  51/300] samples:   2420 | chain(game/max/avg): 5/5/3.6 | reward(game/avg): 11940/8165 | 2.03 games/s | ETA: 123s
[  52/300] samples:   2470 | chain(game/max/avg): 5/5/3.6 | reward(game/avg): 8850/8179 | 2.07 games/s | ETA: 120s
[  53/300] samples:   2520 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7100/8158 | 2.11 games/s | ETA: 117s
[  54/300] samples:   2570 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7840/8152 | 2.15 games/s | ETA: 115s
[  55/300] samples:   2620 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 8590/8160 | 2.19 games/s | ETA: 112s
[  56/300] samples:   2670 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 6980/8139 | 2.23 games/s | ETA: 110s
[  57/300] samples:   2720 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8960/8154 | 2.26 games/s | ETA: 107s
[  58/300] samples:   2770 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9800/8182 | 2.30 games/s | ETA: 105s
[  59/300] samples:   2820 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8180/8182 | 2.34 games/s | ETA: 103s
[  60/300] samples:   2870 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8420/8186 | 2.38 games/s | ETA: 101s
[  61/300] samples:   2920 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10580/8225 | 2.42 games/s | ETA: 99s
[  62/300] samples:   2970 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8700/8233 | 2.46 games/s | ETA: 97s
[  63/300] samples:   3020 | chain(game/max/avg): 4/5/3.7 | reward(game/avg): 8620/8239 | 2.50 games/s | ETA: 95s
[  64/300] samples:   3070 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7120/8222 | 2.54 games/s | ETA: 93s
[  65/300] samples:   3120 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6760/8199 | 2.58 games/s | ETA: 91s
[  66/300] samples:   3170 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6760/8177 | 2.61 games/s | ETA: 90s
[  67/300] samples:   3220 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8920/8188 | 2.65 games/s | ETA: 88s
[  68/300] samples:   3270 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7280/8175 | 2.69 games/s | ETA: 86s
[  69/300] samples:   3320 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7680/8168 | 2.73 games/s | ETA: 85s
[  70/300] samples:   3370 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7860/8163 | 2.77 games/s | ETA: 83s
[  71/300] samples:   3420 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6660/8142 | 2.81 games/s | ETA: 82s
[  72/300] samples:   3470 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10260/8172 | 2.85 games/s | ETA: 80s
[  73/300] samples:   3520 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 7920/8168 | 2.88 games/s | ETA: 79s
[  74/300] samples:   3570 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6810/8150 | 2.92 games/s | ETA: 77s
[  75/300] samples:   3620 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9650/8170 | 2.96 games/s | ETA: 76s
[  76/300] samples:   3670 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7120/8156 | 3.00 games/s | ETA: 75s
[  77/300] samples:   3720 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9560/8174 | 3.04 games/s | ETA: 73s
[  78/300] samples:   3770 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9020/8185 | 3.07 games/s | ETA: 72s
[  79/300] samples:   3820 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6600/8165 | 3.11 games/s | ETA: 71s
[  80/300] samples:   3870 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 10900/8199 | 3.15 games/s | ETA: 70s
[  81/300] samples:   3920 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8350/8201 | 3.19 games/s | ETA: 69s
[  82/300] samples:   3970 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6600/8182 | 3.23 games/s | ETA: 68s
[  83/300] samples:   4020 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 11760/8225 | 3.27 games/s | ETA: 66s
[  84/300] samples:   4070 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6810/8208 | 3.30 games/s | ETA: 65s
[  85/300] samples:   4120 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 6640/8189 | 3.34 games/s | ETA: 64s
[  86/300] samples:   4170 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8700/8195 | 3.38 games/s | ETA: 63s
[  87/300] samples:   4220 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 8860/8203 | 3.42 games/s | ETA: 62s
[  88/300] samples:   4270 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9220/8215 | 3.46 games/s | ETA: 61s
[  89/300] samples:   4320 | chain(game/max/avg): 3/5/3.6 | reward(game/avg): 7650/8208 | 3.49 games/s | ETA: 60s
[  90/300] samples:   4370 | chain(game/max/avg): 4/5/3.6 | reward(game/avg): 9500/8223 | 3.53 games/s | ETA: 59s
